SK_ID_CURR,TARGET,AGE,AMT_INCOME_TOTAL,AMT_CREDIT,DURATION_MONTHS,EMPLOYMENT_YEARS,CHECKING_STATUS,SAVINGS_STATUS,PURPOSE,HOUSING,NUM_DEPENDENTS,EXISTING_CREDITS,DELINQUENCIES_2YR,DEBT_TO_INCOME,CREDIT_UTILIZATION
102940,0,29,44722.86,14991.64,36,8.3,no_account,unknown,renovation,own,0,2,0,0.3352,0.2637
102941,1,56,39670.53,43501.57,60,4.7,0_to_200,low,car,own,0,4,2,1.0965,0.4369
102942,0,66,58237.69,12008.97,24,17.2,no_account,low,business,own,0,1,0,0.2062,0.1683
102943,0,58,32606.94,18940.86,18,6.6,no_account,low,business,rent,1,4,0,0.5809,0.1147
102944,1,30,40972.7,12209.7,60,1.4,0_to_200,low,electronics,own,2,2,3,0.298,0.818
102945,0,61,30841.75,11990.98,12,7.9,no_account,high,car,rent,0,0,0,0.3888,0.4446
102946,0,26,59378.05,29061.34,60,5.2,no_account,low,electronics,own,1,0,0,0.4894,0.6071
102947,0,49,51190.72,23977.94,12,2.8,0_to_200,low,car,rent,3,2,0,0.4684,0.243
102948,0,45,36736.61,500.0,48,0.7,no_account,medium,car,own,1,1,0,0.0136,0.329
102949,0,47,45975.23,5797.27,36,0.5,negative,medium,electronics,own,0,3,0,0.1261,0.1139
102950,0,46,41060.07,13773.83,36,0.9,negative,unknown,business,rent,0,0,0,0.3354,0.0704
102951,0,22,69172.58,10345.99,36,2.6,no_account,low,education,own,1,4,0,0.1496,0.3652
102952,0,45,39075.67,1425.06,12,5.8,no_account,high,car,own,0,4,1,0.0365,0.362
102953,0,66,62425.61,16042.24,24,9.4,no_account,medium,renovation,rent,1,2,0,0.257,0.1186
102954,0,42,31332.85,500.0,18,0.9,negative,unknown,electronics,own,1,2,0,0.016,0.1074
102955,0,34,61452.7,16140.77,60,0.3,200_plus,unknown,business,own,0,4,0,0.2626,0.6374
102956,0,69,66540.14,21569.79,24,1.6,0_to_200,medium,car,rent,1,4,0,0.3242,0.361
102957,0,25,70383.75,22854.62,6,7.4,0_to_200,medium,education,own,0,1,0,0.3247,0.1904
102958,0,44,74787.25,13701.17,18,0.7,0_to_200,medium,business,rent,1,2,0,0.1832,0.3087
102959,0,46,54327.29,28597.34,48,7.0,0_to_200,unknown,car,rent,0,2,0,0.5264,0.1661
102960,0,44,73182.2,17984.63,48,6.8,negative,medium,electronics,rent,1,0,0,0.2457,0.1784
102961,0,66,81576.93,22612.43,60,8.2,200_plus,high,furniture,with_parents,1,3,0,0.2772,0.1641
102962,0,41,23514.1,8373.63,12,1.9,0_to_200,low,renovation,own,0,3,0,0.3561,0.2344
102963,1,68,34232.67,28694.71,36,2.6,0_to_200,low,renovation,own,0,3,1,0.8382,0.2507
102964,0,24,17474.13,14973.38,24,4.8,no_account,unknown,electronics,own,1,3,1,0.8568,0.206
102965,0,56,82336.6,29190.94,36,32.2,0_to_200,unknown,furniture,rent,1,4,0,0.3545,0.2505
102966,1,50,15892.13,27223.38,48,2.1,negative,unknown,electronics,rent,0,3,0,1.7129,0.3311
102967,0,32,11759.12,17318.74,18,4.7,0_to_200,unknown,furniture,rent,0,3,0,1.4727,0.5296
102968,0,32,29921.4,18651.18,24,13.7,0_to_200,unknown,education,own,3,4,0,0.6233,0.6057
102969,0,56,11971.93,13380.57,18,3.5,no_account,low,electronics,rent,1,1,0,1.1176,0.6447
102970,1,52,52038.28,7627.35,24,3.2,negative,unknown,electronics,rent,0,4,0,0.1466,0.5742
102971,1,50,24331.61,20356.78,18,2.0,200_plus,high,car,rent,0,3,0,0.8366,0.4731
102972,1,23,13474.89,19896.38,18,4.6,no_account,high,car,rent,1,3,1,1.4764,0.359
102973,0,50,44819.72,500.0,18,1.3,0_to_200,low,car,own,2,2,0,0.0112,0.2013
102974,0,69,46917.27,14254.99,18,3.2,no_account,high,furniture,own,1,1,0,0.3038,0.1357
102975,1,21,8747.22,22812.13,24,2.3,negative,low,furniture,own,0,3,0,2.6076,0.1068
102976,0,43,34548.32,28191.63,36,7.6,200_plus,medium,education,own,1,4,0,0.816,0.245
102977,0,45,45301.49,21527.85,60,3.6,0_to_200,low,education,with_parents,1,3,0,0.4752,0.1249
102978,0,64,38653.25,1344.6,24,1.6,negative,unknown,business,own,1,2,0,0.0348,0.2916
102979,0,34,40747.51,5510.0,36,4.7,0_to_200,medium,car,own,0,0,1,0.1352,0.8143
102980,0,44,70156.97,11886.03,60,3.1,no_account,low,electronics,with_parents,0,4,1,0.1694,0.3094
102981,1,56,88898.1,27589.31,24,1.9,no_account,medium,renovation,rent,2,4,2,0.3103,0.2889
102982,1,23,39003.97,9536.31,36,0.5,0_to_200,medium,electronics,own,2,0,0,0.2445,0.3684
102983,0,60,21145.64,24527.4,60,5.2,200_plus,medium,electronics,own,1,2,0,1.1599,0.5031
102984,0,61,45802.78,9391.81,36,11.0,0_to_200,low,car,own,0,4,0,0.205,0.3952
102985,1,56,49304.0,19793.56,12,0.8,negative,medium,furniture,own,1,3,0,0.4015,0.2805
102986,0,52,45049.42,6539.74,12,2.2,no_account,medium,business,rent,0,0,0,0.1452,0.5638
102987,0,57,59521.68,13255.68,18,4.6,no_account,medium,renovation,rent,0,2,1,0.2227,0.2644
102988,0,59,89612.79,4815.5,36,0.7,no_account,unknown,education,own,0,2,1,0.0537,0.2807
102989,0,65,10988.07,27987.9,36,0.5,200_plus,high,education,own,0,1,0,2.5469,0.4444
102990,0,41,34944.0,8746.33,12,0.2,negative,medium,education,rent,2,3,0,0.2503,0.1133
102991,0,43,75860.15,1075.68,24,0.1,0_to_200,low,business,own,0,0,0,0.0142,0.4817
102992,0,52,34732.23,500.0,24,0.3,no_account,high,electronics,rent,0,3,0,0.0144,0.2407
102993,0,30,61586.63,14231.1,36,1.6,negative,low,furniture,with_parents,2,4,0,0.2311,0.1281
102994,0,62,60940.46,10877.39,18,6.6,no_account,low,education,rent,0,3,0,0.1785,0.1635
102995,0,58,73114.27,20838.51,18,6.8,200_plus,medium,furniture,rent,3,2,0,0.285,0.4007
102996,0,51,84922.42,12883.95,24,3.3,no_account,low,electronics,rent,0,2,1,0.1517,0.4536
102997,0,35,55654.95,25493.7,12,8.0,no_account,medium,renovation,own,1,3,0,0.4581,0.0834
102998,0,38,11837.3,11531.25,36,3.5,no_account,medium,furniture,rent,3,2,0,0.9741,0.1328
102999,1,42,31183.65,24238.34,24,0.4,no_account,medium,furniture,rent,0,1,0,0.7773,0.4609
103000,0,53,89995.27,6426.99,24,2.5,no_account,low,car,rent,1,4,0,0.0714,0.6654
103001,0,59,18544.45,1470.0,48,3.7,200_plus,unknown,furniture,own,1,2,0,0.0793,0.5727
103002,0,53,56376.92,7589.95,12,2.9,200_plus,medium,renovation,own,1,2,0,0.1346,0.1729
103003,1,66,8000.0,4841.32,18,4.8,0_to_200,unknown,furniture,own,1,1,0,0.6051,0.3643
103004,0,68,18739.12,3834.32,48,1.5,0_to_200,low,education,rent,1,2,0,0.2046,0.2804
103005,1,55,65901.23,18722.87,36,6.3,negative,medium,electronics,rent,1,1,0,0.2841,0.2498
103006,0,39,48727.66,12621.15,18,6.0,200_plus,medium,electronics,rent,0,0,1,0.259,0.6513
103007,0,50,38011.62,16275.98,36,1.1,no_account,low,renovation,own,0,0,0,0.4282,0.1727
103008,0,41,33881.81,19747.94,24,10.3,negative,medium,electronics,own,1,1,1,0.5828,0.3293
103009,0,51,8000.0,500.0,36,2.4,no_account,low,furniture,own,0,3,0,0.0625,0.4232
103010,0,60,63190.19,20129.37,36,8.6,200_plus,low,business,own,1,2,2,0.3185,0.473
103011,0,39,41149.35,4153.16,6,3.6,no_account,low,electronics,with_parents,0,3,0,0.1009,0.0454
103012,0,45,14753.78,9808.62,36,0.4,no_account,unknown,electronics,rent,1,4,0,0.6648,0.4492
103013,0,23,46021.09,500.0,18,0.8,no_account,medium,renovation,rent,1,0,1,0.0109,0.5588
103014,0,57,63708.21,20891.22,24,14.2,negative,unknown,business,rent,1,2,1,0.3279,0.335
103015,1,45,42497.57,500.0,24,3.0,negative,high,furniture,rent,1,2,0,0.0118,0.4573
103016,0,43,50672.81,4199.02,60,6.7,0_to_200,unknown,car,with_parents,1,0,1,0.0829,0.591
103017,0,47,47619.61,4851.77,24,3.7,0_to_200,high,car,with_parents,1,1,1,0.1019,0.3333
103018,1,31,31831.03,13841.16,48,1.9,0_to_200,unknown,car,own,0,0,1,0.4348,0.3582
103019,0,50,51818.58,13566.58,18,11.5,negative,low,renovation,own,1,3,0,0.2618,0.4452
103020,1,57,60838.44,22307.08,24,2.3,negative,low,car,own,0,1,0,0.3667,0.0555
103021,0,38,68269.03,14058.87,36,5.2,200_plus,low,renovation,with_parents,0,3,1,0.2059,0.3218
103022,0,27,61195.77,23691.93,18,0.8,negative,medium,business,rent,0,0,0,0.3871,0.0945
103023,1,39,32146.44,18413.92,60,1.3,no_account,low,electronics,with_parents,2,4,0,0.5728,0.2685
103024,0,30,66203.56,6490.69,36,17.0,0_to_200,low,education,own,0,1,0,0.098,0.3375
103025,1,39,58836.31,8995.25,48,9.1,0_to_200,medium,furniture,rent,1,4,0,0.1529,0.6908
103026,0,51,39156.27,28595.25,12,16.7,200_plus,low,car,own,1,1,1,0.7303,0.2233
103027,1,26,42605.16,26046.88,24,13.8,negative,low,car,own,0,0,0,0.6113,0.3709
103028,1,57,61814.93,22416.71,18,6.4,negative,medium,education,rent,1,2,0,0.3626,0.4657
103029,0,32,76513.57,23599.4,60,8.0,0_to_200,low,electronics,rent,1,2,2,0.3084,0.2195
103030,0,64,14593.8,19186.13,12,11.7,0_to_200,unknown,electronics,own,0,0,0,1.3146,0.3327
103031,0,56,78762.61,18015.96,36,1.9,no_account,medium,education,own,1,4,0,0.2287,0.2961
103032,0,34,68880.23,15447.43,36,1.2,200_plus,low,electronics,own,0,0,1,0.2243,0.243
103033,1,48,49142.3,30289.64,48,0.3,no_account,unknown,electronics,own,0,2,0,0.6164,0.1925
103034,0,26,42435.21,10818.07,60,4.5,no_account,unknown,renovation,own,2,4,0,0.2549,0.2927
103035,0,25,53356.73,17162.7,48,1.1,0_to_200,unknown,electronics,own,2,0,1,0.3217,0.3315
103036,0,67,33971.46,500.0,18,3.6,no_account,medium,business,own,1,3,0,0.0147,0.3433
103037,0,60,42656.7,2123.55,48,2.4,no_account,low,business,rent,0,2,0,0.0498,0.0999
103038,1,28,18160.22,31336.46,24,5.3,200_plus,unknown,furniture,rent,0,1,1,1.7255,0.2875
103039,1,34,10366.8,20551.02,36,0.4,0_to_200,medium,renovation,own,0,4,0,1.9822,0.0233
103040,0,30,94379.41,13085.71,18,5.5,200_plus,low,car,own,0,3,0,0.1386,0.2753
103041,0,40,46391.5,15704.92,48,0.3,no_account,low,furniture,rent,0,0,0,0.3385,0.0749
103042,0,35,50041.26,2776.9,24,1.9,no_account,medium,furniture,own,1,4,0,0.0555,0.2174
103043,1,37,47404.34,11146.92,48,6.0,no_account,medium,renovation,own,0,3,1,0.2351,0.5872
103044,0,46,29000.2,1876.77,24,1.1,no_account,low,electronics,own,1,0,0,0.0647,0.0922
103045,0,30,43577.11,12342.25,36,9.4,negative,medium,furniture,own,0,2,1,0.2832,0.4666
103046,0,64,54154.69,21122.88,12,14.7,200_plus,unknown,furniture,own,0,4,0,0.39,0.3392
103047,1,56,41928.57,19079.71,12,1.7,negative,low,car,own,0,0,0,0.455,0.1649
103048,0,58,32694.39,29302.07,60,5.5,0_to_200,low,car,own,1,3,0,0.8962,0.0559
103049,0,29,54756.77,17652.6,36,0.3,0_to_200,unknown,car,own,0,3,1,0.3224,0.2448
103050,0,55,54785.24,500.0,12,12.0,no_account,low,electronics,rent,1,1,0,0.0091,0.0223
103051,0,61,53481.71,32556.0,24,1.2,no_account,low,furniture,rent,0,0,0,0.6087,0.1768
103052,0,29,66413.64,7433.76,36,14.6,0_to_200,unknown,renovation,own,0,4,0,0.1119,0.1013
103053,0,57,43292.62,16458.93,24,3.4,no_account,high,furniture,own,0,1,0,0.3802,0.2079
103054,0,38,42148.65,15916.45,24,1.1,negative,unknown,education,own,2,3,0,0.3776,0.8242
103055,0,59,75320.49,17168.09,48,1.3,0_to_200,medium,renovation,own,4,0,0,0.2279,0.1262
103056,0,44,32857.08,15432.53,12,13.5,no_account,medium,car,with_parents,1,0,0,0.4697,0.3661
103057,1,60,9218.41,15591.09,36,3.4,no_account,unknown,car,own,4,4,0,1.6911,0.0319
103058,0,28,60613.82,3105.27,24,9.0,0_to_200,low,business,rent,1,0,1,0.0512,0.3679
103059,1,40,34754.16,38282.84,36,4.7,negative,low,renovation,own,0,0,0,1.1015,0.0692
103060,0,34,27214.56,20862.93,18,7.5,negative,unknown,electronics,own,2,1,0,0.7666,0.2822
103061,0,33,63349.9,15466.93,12,1.3,no_account,medium,furniture,own,1,0,1,0.2441,0.5829
103062,1,36,43846.4,31576.8,60,3.5,0_to_200,low,car,own,0,3,0,0.7202,0.2265
103063,0,39,21804.94,5352.68,48,4.2,0_to_200,unknown,education,own,2,1,0,0.2455,0.1883
103064,0,27,85215.86,22815.51,48,3.0,200_plus,low,furniture,rent,0,2,1,0.2677,0.2413
103065,0,55,14383.54,10003.51,36,3.2,0_to_200,unknown,car,own,0,1,0,0.6954,0.105
103066,0,47,49754.49,18621.0,12,13.0,0_to_200,low,car,own,0,3,0,0.3743,0.3609
103067,0,61,12959.26,18820.07,36,11.5,0_to_200,low,business,own,0,4,0,1.4521,0.1211
103068,0,55,52703.54,500.0,24,4.6,no_account,low,furniture,rent,1,3,2,0.0095,0.6531
103069,0,28,32411.11,2115.02,18,0.5,negative,medium,education,own,1,2,0,0.0653,0.2574
103070,1,24,61952.87,29277.95,18,1.1,0_to_200,low,car,rent,1,0,2,0.4726,0.3553
103071,0,41,47003.36,12730.51,12,4.7,negative,medium,business,rent,2,1,1,0.2708,0.1167
103072,0,44,72281.34,33014.22,12,0.5,200_plus,medium,renovation,own,3,1,0,0.4567,0.0774
103073,0,32,37039.63,26791.13,12,1.3,0_to_200,high,renovation,rent,2,0,0,0.7233,0.0089
103074,1,59,14463.5,13017.53,36,3.1,no_account,low,car,own,2,1,0,0.9,0.6508
103075,0,49,51312.04,12223.37,60,3.1,no_account,low,electronics,own,1,1,0,0.2382,0.1349
103076,1,57,41538.72,29835.75,24,3.2,no_account,medium,renovation,own,0,0,0,0.7182,0.2835
103077,1,26,8752.44,33927.18,12,0.3,200_plus,medium,education,with_parents,0,2,0,3.8759,0.3053
103078,0,60,24319.85,12420.59,18,0.9,no_account,medium,renovation,own,0,4,0,0.5107,0.3212
103079,1,31,35022.73,28843.48,36,9.5,0_to_200,low,renovation,rent,0,2,0,0.8235,0.494
103080,1,42,77376.67,24270.17,18,2.5,negative,low,car,own,1,2,1,0.3137,0.2839
103081,0,42,68493.39,25822.93,36,18.7,200_plus,unknown,car,rent,0,0,0,0.377,0.4792
103082,0,61,38395.74,15910.31,18,0.7,negative,unknown,education,rent,0,1,0,0.4144,0.23
103083,0,34,57382.53,8948.24,36,5.9,200_plus,low,education,own,1,2,0,0.1559,0.366
103084,0,32,8000.0,5510.63,36,2.1,0_to_200,low,car,own,0,1,1,0.6887,0.2213
103085,0,37,34825.58,3261.6,18,2.2,no_account,unknown,renovation,own,0,0,0,0.0937,0.3698
103086,0,38,58821.1,32198.0,60,11.6,0_to_200,unknown,furniture,own,1,1,1,0.5474,0.3537
103087,0,29,59883.64,15098.5,24,23.2,no_account,medium,renovation,with_parents,1,3,0,0.2521,0.1154
103088,0,29,39892.87,4697.02,18,11.4,no_account,medium,car,own,1,4,0,0.1177,0.2847
103089,0,32,51746.94,24021.85,24,15.0,no_account,low,business,own,0,2,0,0.4642,0.1413
103090,0,43,54747.45,10690.15,24,6.0,no_account,medium,renovation,own,0,4,0,0.1953,0.6336
103091,0,37,50778.85,9141.22,48,11.9,negative,high,electronics,rent,0,4,1,0.18,0.3768
103092,0,40,62446.32,33612.09,18,0.5,0_to_200,unknown,car,own,3,1,0,0.5382,0.5163
103093,0,56,53283.02,3023.67,48,3.8,200_plus,medium,car,own,0,2,0,0.0567,0.1149
103094,1,32,57002.54,17115.43,36,3.6,negative,unknown,electronics,rent,0,4,1,0.3003,0.6329
103095,0,65,80014.0,9681.72,36,1.5,0_to_200,unknown,business,own,0,2,0,0.121,0.0407
103096,0,57,62373.06,8245.46,12,1.6,negative,low,education,rent,0,3,0,0.1322,0.4999
103097,0,29,81791.14,1825.31,12,3.9,negative,low,electronics,rent,1,3,0,0.0223,0.1489
103098,0,36,31667.85,15536.25,48,0.2,negative,low,furniture,rent,1,4,0,0.4906,0.1675
103099,0,29,15548.31,7134.89,24,4.8,200_plus,unknown,car,rent,0,1,0,0.4589,0.2394
103100,0,34,42393.39,20322.4,60,0.4,no_account,low,business,rent,0,1,0,0.4794,0.513
103101,0,38,41098.54,14576.94,24,1.2,no_account,medium,electronics,own,0,0,0,0.3547,0.3242
103102,0,27,76179.81,12186.37,24,4.0,0_to_200,medium,furniture,rent,1,0,0,0.16,0.0723
103103,0,21,23072.73,7183.1,60,1.3,no_account,unknown,renovation,rent,0,3,0,0.3113,0.2187
103104,0,42,54201.58,27876.35,36,21.6,no_account,high,electronics,own,1,3,0,0.5143,0.3917
103105,0,55,55128.44,21621.12,24,4.0,no_account,low,education,own,0,0,0,0.3922,0.1453
103106,0,35,49351.38,8867.92,48,4.7,no_account,medium,business,own,0,3,0,0.1797,0.115
103107,1,63,41630.9,2767.15,18,0.1,no_account,unknown,car,rent,2,1,0,0.0665,0.2332
103108,0,39,59033.45,500.0,24,13.7,no_account,high,renovation,own,0,0,1,0.0085,0.5285
103109,1,65,68185.16,25236.18,18,3.2,200_plus,low,electronics,rent,0,0,0,0.3701,0.5449
103110,0,32,76309.61,23182.56,60,1.2,0_to_200,low,business,own,1,3,0,0.3038,0.2596
103111,0,47,46584.55,24419.13,60,1.9,no_account,medium,electronics,own,1,1,0,0.5242,0.1298
103112,0,58,33177.0,13917.41,48,9.0,no_account,low,education,rent,0,4,1,0.4195,0.7222
103113,0,23,83946.65,22254.11,24,16.5,200_plus,low,renovation,with_parents,1,3,0,0.2651,0.4928
103114,0,66,25357.99,24244.75,36,3.8,0_to_200,low,furniture,own,2,3,1,0.9561,0.0978
103115,0,38,81422.62,14371.84,18,1.2,0_to_200,low,renovation,rent,2,3,0,0.1765,0.122
103116,1,45,72270.2,11776.67,24,0.8,0_to_200,unknown,car,own,0,3,0,0.163,0.2618
103117,0,51,74807.01,6213.45,48,0.0,no_account,low,furniture,own,0,2,1,0.0831,0.1846
103118,0,52,60008.55,18835.34,12,2.6,no_account,low,renovation,own,0,3,1,0.3139,0.1497
103119,1,22,10104.24,20032.92,6,14.7,negative,unknown,electronics,own,1,2,0,1.9824,0.1147
103120,0,63,27378.3,11341.19,36,6.3,negative,unknown,car,own,0,3,0,0.4142,0.2018
103121,0,51,51780.09,12401.33,36,1.3,200_plus,unknown,furniture,rent,1,4,0,0.2395,0.2334
103122,0,69,33782.78,13044.35,24,4.6,no_account,low,business,rent,2,3,0,0.3861,0.3654
103123,0,44,40042.89,22121.17,36,2.7,no_account,unknown,furniture,own,1,1,0,0.5524,0.068
103124,0,51,58954.57,2631.07,48,3.4,200_plus,unknown,car,own,1,3,0,0.0446,0.1083
103125,0,42,44301.94,5052.72,12,5.4,200_plus,low,education,own,0,1,0,0.114,0.3493
103126,0,64,21088.69,5228.29,48,0.9,no_account,medium,car,own,0,2,1,0.2479,0.2538
103127,0,61,66345.74,13663.21,24,7.3,no_account,unknown,car,own,1,4,1,0.2059,0.2559
103128,0,65,64208.65,17837.49,24,17.8,0_to_200,unknown,business,with_parents,0,1,0,0.2778,0.2703
103129,0,45,40082.39,5380.12,12,0.1,no_account,low,business,own,1,0,0,0.1342,0.2306
103130,0,59,62199.2,23181.05,24,5.9,200_plus,low,car,own,0,2,0,0.3727,0.1749
103131,0,38,49413.33,28163.85,36,5.0,no_account,high,electronics,rent,1,4,0,0.57,0.3147
103132,0,43,71865.56,18724.18,24,0.5,no_account,medium,car,rent,2,1,1,0.2605,0.4344
103133,0,58,50178.12,25105.11,12,4.3,negative,low,renovation,rent,1,1,0,0.5003,0.3965
103134,0,24,72441.02,6763.45,18,1.9,0_to_200,unknown,business,rent,0,3,0,0.0934,0.1299
103135,0,55,11942.24,6977.76,48,8.8,200_plus,unknown,business,rent,1,0,0,0.5842,0.1268
103136,0,21,57968.01,19631.62,24,7.6,0_to_200,medium,business,own,0,0,0,0.3387,0.2038
103137,0,49,46468.12,14654.38,12,18.9,no_account,low,car,own,1,3,2,0.3154,0.8632
103138,0,44,29921.81,6961.02,60,4.2,0_to_200,unknown,car,own,0,4,0,0.2326,0.3409
103139,0,43,68299.39,27825.43,18,0.3,no_account,low,furniture,with_parents,0,1,0,0.4074,0.2635
103140,0,45,62902.69,17689.11,36,0.2,no_account,low,business,with_parents,1,1,0,0.2812,0.0879
103141,1,45,8000.0,21319.57,6,0.5,no_account,low,renovation,rent,2,3,0,2.6646,0.3098
103142,0,40,60480.0,8931.74,18,2.3,no_account,unknown,furniture,own,0,1,1,0.1477,0.1951
103143,0,43,61715.13,30119.18,18,9.7,negative,low,renovation,rent,0,4,0,0.488,0.1784
103144,0,48,31858.24,13596.64,48,2.6,0_to_200,low,car,own,0,4,0,0.4268,0.2532
103145,0,58,28444.38,24171.51,36,0.3,no_account,low,furniture,rent,2,3,0,0.8498,0.2558
103146,0,48,18171.38,9754.55,18,10.0,negative,high,furniture,rent,0,0,0,0.5368,0.2263
103147,0,52,43603.8,16517.83,36,10.7,no_account,low,furniture,rent,0,3,0,0.3788,0.2082
103148,0,61,41665.59,20020.52,48,0.4,0_to_200,low,education,own,2,4,0,0.4805,0.5192
103149,0,69,62917.03,32958.66,24,4.0,negative,low,furniture,own,0,1,0,0.5238,0.3066
103150,1,26,51519.46,11042.46,24,2.3,no_account,low,education,own,0,1,1,0.2143,0.623
103151,0,55,26235.66,16823.06,24,4.9,200_plus,medium,renovation,rent,1,4,0,0.6412,0.371
103152,1,32,56626.31,20326.7,12,13.7,negative,unknown,electronics,own,1,3,0,0.359,0.081
103153,0,30,40710.61,2266.44,48,1.6,200_plus,medium,furniture,rent,2,3,0,0.0557,0.3053
103154,0,59,32450.76,500.0,36,12.3,200_plus,unknown,car,with_parents,1,2,0,0.0154,0.2421
103155,1,24,15371.24,6037.46,48,4.3,no_account,unknown,business,own,2,0,2,0.3928,0.4371
103156,0,62,59773.0,23704.62,48,4.6,200_plus,medium,renovation,own,0,1,0,0.3966,0.1259
103157,0,58,56038.28,30447.66,36,4.2,0_to_200,low,car,rent,0,1,1,0.5433,0.5749
103158,0,69,58474.13,6693.13,36,4.7,negative,medium,renovation,own,0,3,1,0.1145,0.2143
103159,0,53,31195.1,4049.48,60,1.5,0_to_200,medium,renovation,own,1,2,2,0.1298,0.5076
103160,0,63,49635.34,28812.71,36,2.4,negative,low,business,own,1,1,0,0.5805,0.5738
103161,0,26,22581.68,9911.16,48,10.2,negative,unknown,business,own,1,1,0,0.4389,0.1467
103162,0,64,26164.2,11653.88,48,1.8,negative,low,education,with_parents,1,1,0,0.4454,0.3368
103163,0,28,53073.42,28132.21,18,14.8,0_to_200,medium,renovation,rent,1,4,0,0.5301,0.2408
103164,0,36,51375.14,26652.31,24,2.3,200_plus,unknown,business,with_parents,0,2,1,0.5188,0.1455
103165,1,27,14471.87,23406.59,36,4.1,no_account,low,car,own,0,1,0,1.6173,0.7329
103166,0,40,27307.18,500.0,12,6.9,0_to_200,unknown,education,own,2,3,1,0.0183,0.2898
103167,0,57,44931.69,3673.9,24,14.5,no_account,unknown,furniture,own,2,1,0,0.0818,0.2056
103168,0,34,64404.42,25084.57,6,0.5,200_plus,low,electronics,rent,0,4,1,0.3895,0.424
103169,0,61,33553.22,17861.01,18,9.6,no_account,low,business,rent,0,4,0,0.5323,0.544
103170,1,50,50468.84,8000.39,24,5.3,no_account,medium,furniture,with_parents,1,4,0,0.1585,0.3082
103171,0,51,51466.39,11898.97,18,3.1,0_to_200,low,car,own,0,1,0,0.2312,0.4138
103172,0,67,41690.28,24998.87,36,3.4,0_to_200,medium,electronics,own,0,4,0,0.5996,0.3119
103173,0,42,50686.21,28748.49,36,0.7,negative,low,electronics,own,1,3,0,0.5672,0.0782
103174,0,37,18723.42,14946.24,18,1.2,0_to_200,high,renovation,own,0,4,0,0.7982,0.6378
103175,0,69,32444.92,8817.74,6,1.1,0_to_200,unknown,car,rent,1,4,0,0.2718,0.1184
103176,0,48,74599.71,12520.56,18,1.8,no_account,medium,renovation,rent,0,2,1,0.1678,0.1823
103177,0,51,77941.17,27087.59,24,5.7,no_account,unknown,electronics,rent,1,1,0,0.3475,0.0098
103178,0,35,64855.84,26911.8,36,6.0,negative,medium,car,with_parents,0,2,0,0.4149,0.1595
103179,0,31,70787.73,16748.29,36,7.6,0_to_200,medium,furniture,rent,1,1,0,0.2366,0.5921
103180,0,29,13215.56,10234.59,12,9.5,0_to_200,medium,car,own,2,3,0,0.7744,0.431
103181,0,31,27483.97,24744.88,24,2.9,negative,low,electronics,own,2,1,0,0.9003,0.1322
103182,0,30,47245.07,29606.5,60,16.9,0_to_200,unknown,renovation,rent,2,4,0,0.6266,0.0068
103183,0,57,93329.17,1918.44,48,0.0,no_account,medium,education,own,0,4,1,0.0206,0.2839
103184,0,23,41899.52,12908.11,36,6.3,no_account,low,furniture,own,0,4,0,0.3081,0.1853
103185,0,51,62393.79,25403.63,18,5.0,0_to_200,low,furniture,own,2,3,0,0.4071,0.3087
103186,0,67,52865.82,15663.05,6,0.6,no_account,low,furniture,own,2,2,0,0.2963,0.3157
103187,0,58,57677.19,10602.72,24,11.1,200_plus,unknown,car,own,0,4,0,0.1838,0.3521
103188,0,40,49135.98,16666.69,24,9.2,200_plus,low,car,own,0,4,0,0.3392,0.2104
103189,0,23,27898.11,18336.34,36,13.8,negative,low,business,rent,1,3,1,0.6572,0.2483
103190,0,61,8000.0,4858.46,12,0.9,no_account,high,electronics,own,1,4,0,0.6072,0.1921
103191,0,21,71181.59,15817.16,60,1.1,no_account,low,furniture,with_parents,0,4,0,0.2222,0.3414
103192,0,54,34211.92,18306.0,36,3.1,negative,high,furniture,rent,1,2,0,0.5351,0.5966
103193,0,53,8000.0,10582.39,60,0.6,200_plus,unknown,business,own,1,0,1,1.3226,0.2064
103194,0,30,55258.95,7984.61,48,3.0,no_account,low,car,rent,2,4,0,0.1445,0.0426
103195,0,57,56441.06,10159.01,24,6.1,no_account,medium,car,with_parents,1,2,0,0.18,0.2571
103196,0,29,61243.14,6261.79,36,1.8,0_to_200,low,furniture,own,0,3,0,0.1022,0.4708
103197,0,32,70364.3,22655.58,48,6.1,0_to_200,low,renovation,own,0,4,0,0.322,0.1039
103198,0,60,27376.27,6147.24,18,1.5,0_to_200,unknown,education,rent,1,2,0,0.2245,0.331
103199,1,68,28411.87,16701.39,6,1.8,0_to_200,low,car,own,0,1,0,0.5878,0.3835
103200,0,33,46438.85,11632.21,18,15.6,0_to_200,low,electronics,rent,0,4,0,0.2505,0.2615
103201,0,66,61447.16,8644.34,24,0.0,negative,low,education,own,1,2,0,0.1407,0.3661
103202,1,65,8000.0,27341.95,36,7.1,no_account,medium,electronics,own,0,1,0,3.4173,0.2161
103203,0,58,49455.03,13822.95,18,3.8,0_to_200,medium,electronics,rent,0,3,1,0.2795,0.208
103204,0,27,65317.14,8975.41,24,3.3,0_to_200,low,renovation,own,1,1,0,0.1374,0.2049
103205,0,35,63529.37,8113.93,36,1.4,no_account,low,business,rent,0,0,0,0.1277,0.2143
103206,0,54,61657.63,18051.58,48,5.0,200_plus,low,electronics,rent,3,2,0,0.2928,0.301
